part_number,part_name,classification,subsystem,included,exclusion_reason,classification_rationale,source_geometry_path,render_png_path,camera_view_note,timestamp,png_sha256,render_status,unrenderable_reason,source_commit_sha,geometry_state,tessellation_tolerance_mm,triangle_count,occurrence_count,occurrence_ids,function_summary,material,manufacturer,cad_classification,volume_mm3,solid_count,face_count
GN-615.3-M3-KN-PFB,JW WINCO M3 STAINLESS BALL PLUNGER,BUY,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[GN-615.3-M3-KN-PFB].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/BUY_GN-615.3-M3-KN-PFB.png,"Orthographic hero view; source axes xyz -> display axes xyz; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,d08b1195c8346a22e2915be97f24fe99577021180daafd639c2056fd9e7dbfcc,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.021412977373546166,3453,4,DOOR-DETENT-1;DOOR-DETENT-2;DOOR-DETENT-3;DOOR-DETENT-4,Provides the modeled jw winco m3 stainless ball plunger; registered interfaces use threaded door detent.,AISI 303 housing / hardened AISI 420C ball / AISI 631 spring / PFB polyamide patch,JW Winco / Ganter,DRAWING_DERIVED,61.12525039706924,1,5
GS-19-50-V4A-B8-B8,ACE GS-19-50-V4A-B8-B8 PURCHASED ASSEMBLY — ARTICULATED INSTALLATION BODY,BUY,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[GS-19-50-V4A-B8-B8].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/BUY_GS-19-50-V4A-B8-B8.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,df6da5c2f5322751180b4505b37ba0c37d34739f2841f4ecc33f4b7ac8806447,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.2420413187866898,2044,1,GS19-BODY-001,Provides the primary powered stroke into the common crosshead linkage.,AISI 316L / 316Ti stainless catalog assembly,ACE Controls,DRAWING_DERIVED,21267.145221236355,2,18
GS-19-50-V4A-B8-B8-ROD-CHILD,ACE GS-19 MOVING ROD ARTICULATION CHILD,BUY,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[GS-19-50-V4A-B8-B8-ROD-CHILD].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/BUY_GS-19-50-V4A-B8-B8-ROD-CHILD.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,03e1ec6cd6bc5bffab117f061b93c2cd0a39c84daf160ccd452bee141bf99737,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.1521709564930181,1882,1,GS19-ROD-001,Provides the primary powered stroke into the common crosshead linkage.,AISI 316L / 316Ti stainless catalog assembly,ACE Controls,DRAWING_DERIVED,3511.8098685571126,1,20
HBD-15-25-AA-P,ACE HBD-15-25-AA-P PURCHASED ASSEMBLY — ARTICULATED INSTALLATION BODY,BUY,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[HBD-15-25-AA-P].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/BUY_HBD-15-25-AA-P.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,2fa08c2943655bd7ec316d597e167d375e7d3027d30a88f7744e12d648eee98f,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.21914607000811126,2040,1,HBD-BODY-001,Damps crosshead motion to control deployment rate without replacing the positive stops.,Black-anodized aluminum body / hard-chrome steel rod / zinc-plated steel AA-P fittings,ACE Controls,DRAWING_DERIVED,12366.992123374155,2,18
HBD-15-25-AA-P-ROD-CHILD,HBD MOVING ROD ARTICULATION CHILD,BUY,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[HBD-15-25-AA-P-ROD-CHILD].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/BUY_HBD-15-25-AA-P-ROD-CHILD.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,2c2fbbff6d6ce38b67b8be72e0f300fc46aff3636fb5ad5b13d7de005580f35c,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.13080137613954987,1834,1,HBD-ROD-001,Damps crosshead motion to control deployment rate without replacing the positive stops.,Hard-chrome steel rod with zinc-plated steel AA-P fitting,ACE Controls,DRAWING_DERIVED,1759.0481865927184,1,20
HDP-3-8-A1,"3 MM X 8 MM DOWEL PIN, DIN 7, M6 TOLERANCE",BUY,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[HDP-3-8-A1].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/BUY_HDP-3-8-A1.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,ede8d4fdc48084dbd296dba074ae6ebd7d9f21df4c613cc840f2b706110ff4e3,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.018110770276274835,1508,6,FIXED-STOP-DOWEL-1-1;FIXED-STOP-DOWEL-1-2;FIXED-STOP-DOWEL-2-1;FIXED-STOP-DOWEL-2-2;FIXED-STOP-DOWEL-3-1;FIXED-STOP-DOWEL-3-2,"Provides the modeled 3 mm x 8 mm dowel pin, din 7, m6 tolerance; registered interfaces use dowelled fixed deploy stop.",316 stainless steel,Accu,DRAWING_DERIVED,54.831001981266056,1,5
HEC-10-A4,"10 MM EXTERNAL CIRCLIP, DIN 471",BUY,Gas / inflation path,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[HEC-10-A4].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/BUY_HEC-10-A4.png,"Orthographic hero view; source axes xyz -> display axes yzx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,1a6e04ef6cbce936ba77739f9b07d6058bf867483bd5bde70d414eae2e37f067,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.047961089389100306,2080,1,FULLFLOW-VALVE-CIRCLIP-001,"Provides the modeled 10 mm external circlip, din 471 in 1 occurrence.",1.4310 stainless spring steel,Accu,DRAWING_DERIVED,147.9657423266114,1,33
HTP-3-30-A1,"3 MM X 30 MM TAPER PIN, DIN 1B",BUY,Body structure,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[HTP-3-30-A1].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/BUY_HTP-3-30-A1.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,2d242853764685b3151223ce04c4e4615a473c5e47b77167f7ebe58bf92a0009,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.060857867198908636,5036,1,NOSE-BALLAST-TAPER-PIN-001,"Provides the modeled 3 mm x 30 mm taper pin, din 1b in 1 occurrence.",316 stainless steel,Accu,DRAWING_DERIVED,257.29643832900405,1,3
LELAND-81121,LELAND 81121 12 G CO2 CARTRIDGE,BUY,Gas / inflation path,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[LELAND-81121].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/BUY_LELAND-81121.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,f412fc9053689fab9ccdce85c2542f62822cabfb4e50a6b3fb782e5cf2f106d7,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.17419601742864274,4668,4,CO2-CARTRIDGE-1;CO2-CARTRIDGE-2;CO2-CARTRIDGE-3;CO2-CARTRIDGE-4,Stores the modeled inflation-gas charge for puncture and downstream distribution.,Steel pressure cartridge,Leland Gas Technologies,DRAWING_DERIVED,21963.508172001293,1,8
ROTOR-CLIP-DC-4SS,ROTOR CLIP DC-4SS CRESCENT RETAINING RING FOR 4 MM SHAFT,BUY,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[ROTOR-CLIP-DC-4SS].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/BUY_ROTOR-CLIP-DC-4SS.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,ac0f4e4775cf90b833e0ecf22943a29f5d81a029c3cc7211ecd1faf45a82ebaa,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.01387095371449124,844,6,LINK-CLIP-1-BELL;LINK-CLIP-1-CROSSHEAD;LINK-CLIP-2-BELL;LINK-CLIP-2-CROSSHEAD;LINK-CLIP-3-BELL;LINK-CLIP-3-CROSSHEAD,Provides the modeled rotor clip dc-4ss crescent retaining ring for 4 mm shaft; registered interfaces use external groove retainer.,PH 15-7 Mo stainless spring steel,Rotor Clip,DRAWING_DERIVED,3.7479745343124473,1,8
SS-CHS2-1,"SWAGELOK 316 SS POPPET CHECK VALVE, 1/8-IN TUBE FITTINGS, 6000 PSIG",BUY,Gas / inflation path,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[SS-CHS2-1].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/BUY_SS-CHS2-1.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,d1cda0d9d1c3052675438696ecf2980e2797f824368e5db6379a3f9b4971287f,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.01640975319741281,3572,3,BOOSTER-ISOLATION-VALVE-1;BOOSTER-ISOLATION-VALVE-2;BOOSTER-ISOLATION-VALVE-3,Isolates the booster branch and enforces one-way flow in the modeled gas path.,316 stainless purchased check-valve assembly,Swagelok,DRAWING_DERIVED,54.651789595583324,1,30
SSCA-M3-8-A4-BL,"M3 X 8 CAPTIVE SOCKET CAP SCREW, DIN 912",BUY,Body ejection / buoy extraction,false,standard fastener,Excluded: catalog screw/bolt/nut/rivet/standard washer used as fastening hardware.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[SSCA-M3-8-A4-BL].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,,Not rendered: standard fastener.,2026-08-23T12:36:47-05:00,,EXCLUDED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,,,26,ARM-STOP-SCREW-1-1;ARM-STOP-SCREW-1-2;ARM-STOP-SCREW-2-1;ARM-STOP-SCREW-2-2;ARM-STOP-SCREW-3-1;ARM-STOP-SCREW-3-2;FIXED-STOP-SCREW-1-1;FIXED-STOP-SCREW-1-2;FIXED-STOP-SCREW-2-1;FIXED-STOP-SCREW-2-2;FIXED-STOP-SCREW-3-1;FIXED-STOP-SCREW-3-2;GUIDE-RAIL-1-SCREW-AFT;GUIDE-RAIL-1-SCREW-FWD;GUIDE-RAIL-2-SCREW-AFT;GUIDE-RAIL-2-SCREW-FWD;GUIDE-RAIL-3-SCREW-AFT;GUIDE-RAIL-3-SCREW-FWD;WP04-FIXED-SLEEVE-SCREW-1;WP04-FIXED-SLEEVE-SCREW-2;WP04-FIXED-SLEEVE-SCREW-3;WP04-LATCH-SCREW-1;WP04-LATCH-SCREW-2;WP04-MOVING-SLEEVE-SCREW-1;WP04-MOVING-SLEEVE-SCREW-2;WP04-MOVING-SLEEVE-SCREW-3,Provides standard threaded fastening; excluded from the render scope.,A4-80 stainless steel,Accu,DRAWING_DERIVED,104.39668630078269,1,14
SSCF-M3-10-A4,"M3 X 10 FULL-THREAD SOCKET CAP SCREW, DIN 912 / ISO 4762",BUY,Gas / inflation path,false,standard fastener,Excluded: catalog screw/bolt/nut/rivet/standard washer used as fastening hardware.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[SSCF-M3-10-A4].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,,Not rendered: standard fastener.,2026-08-23T12:36:47-05:00,,EXCLUDED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,,,14,BACKUP-GUIDE-SCREW-1;BACKUP-GUIDE-SCREW-2;BOOSTER-CLAMP-SCREW-1-1;BOOSTER-CLAMP-SCREW-1-2;BOOSTER-CLAMP-SCREW-1-3;BOOSTER-CLAMP-SCREW-2-1;BOOSTER-CLAMP-SCREW-2-2;BOOSTER-CLAMP-SCREW-2-3;BOOSTER-CLAMP-SCREW-3-1;BOOSTER-CLAMP-SCREW-3-2;BOOSTER-CLAMP-SCREW-3-3;TRIGGER-MOUNT-SCREW-1;TRIGGER-MOUNT-SCREW-2;TRIGGER-MOUNT-SCREW-3,Provides standard threaded fastening; excluded from the render scope.,A4-80 stainless steel,Accu,DRAWING_DERIVED,134.87013504060369,1,12
SSCF-M3-6-A4,"M3 X 6 FULL-THREAD SOCKET CAP SCREW, DIN 912 / ISO 4762",BUY,Shared retention / interfaces,false,standard fastener,Excluded: catalog screw/bolt/nut/rivet/standard washer used as fastening hardware.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[SSCF-M3-6-A4].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,,Not rendered: standard fastener.,2026-08-23T12:36:47-05:00,,EXCLUDED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,,,4,MANIFOLD-CARRIER-SCREW-1;MANIFOLD-CARRIER-SCREW-2;MANIFOLD-CARRIER-SCREW-3;MANIFOLD-CARRIER-SCREW-4,Provides standard threaded fastening; excluded from the render scope.,A4-80 stainless steel,Accu,DRAWING_DERIVED,106.59580115829556,1,12
SSCL-M4-8-A4,"M4 X 8 FULL-THREAD LOW-HEAD SOCKET CAP SCREW, DIN 7984",BUY,Arm deployment / activation,false,standard fastener,Excluded: catalog screw/bolt/nut/rivet/standard washer used as fastening hardware.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[SSCL-M4-8-A4].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,,Not rendered: standard fastener.,2026-08-23T12:36:47-05:00,,EXCLUDED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,,,1,CROSSHEAD-GUIDE-LOCK-SCREW-001,Provides standard threaded fastening; excluded from the render scope.,A4-80 stainless steel,Accu,DRAWING_DERIVED,195.78435116586544,1,12
SSK-M3-6-A4-P80,"M3 X 6 SOCKET COUNTERSUNK SCREW, ISO 10642, PRECOTE 80",BUY,Body ejection / buoy extraction,false,standard fastener,Excluded: catalog screw/bolt/nut/rivet/standard washer used as fastening hardware.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[SSK-M3-6-A4-P80].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,,Not rendered: standard fastener.,2026-08-23T12:36:47-05:00,,EXCLUDED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,,,10,FWD-CARRIER-SCREW-1;FWD-CARRIER-SCREW-2;FWD-CARRIER-SCREW-3;FWD-CARRIER-SCREW-4;WP05-THROAT-SCREW-1;WP05-THROAT-SCREW-2;WP05-THROAT-SCREW-3;WP05-THROAT-SCREW-4;WP05-THROAT-SCREW-5;WP05-THROAT-SCREW-6,Provides standard threaded fastening; excluded from the render scope.,A4-80 stainless steel,Accu,DRAWING_DERIVED,61.607894392700906,1,11
V80040,HALKEY-ROBERTS WATER-SENSITIVE BOBBIN,BUY,Water activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[V80040].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/BUY_V80040.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,cf5e9d994fd6fa3594d6204d5f984710f901296eaac13cc3ee9bf676ac8f8737,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.04578209256903839,500,1,WATER-BOBBIN-001,Provides the source-controlled water-sensitive element in the activation chain.,Water-sensitive media,Nordson MEDICAL / Halkey-Roberts,DRAWING_DERIVED,1413.716694115407,1,3
WP04-AFT-RAIL-SUPPORT-R2,ONE-PIECE AFT GUIDE-RAIL SUPPORT RING WITH THREE M3 THREADS,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[WP04-AFT-RAIL-SUPPORT-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP04-AFT-RAIL-SUPPORT-R2.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,f1df1bb3e1be933e4da2bdf80aa38c826587432f102aaff96955dd266d516abb,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.13024592124131948,2532,1,WP04-AFT-RAIL-SUPPORT,Guides and reacts the ejector/follower stroke while controlling rotation and alignment.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,2055.1906440702733,1,7
WP04-FIXED-GUIDE-SLEEVE-R2,BULKHEAD-MOUNTED FIXED TELESCOPING SPRING GUIDE AND SEAT,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[WP04-FIXED-GUIDE-SLEEVE-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP04-FIXED-GUIDE-SLEEVE-R2.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,b913122e1b4e842ae1d1cfbb8dd4b49daf4cda09b2b3d251beeaff6fcba307c6,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.18695453992882868,5808,1,WP04-FIXED-SLEEVE,Guides and reacts the ejector/follower stroke while controlling rotation and alignment.,PEEK,STINGRAY custom,DRAWING_DERIVED,3603.7444948777543,1,17
WP04-FOL-001-R2,CAPTIVE PEEK FOLLOWER WITH THREE GUIDE SLOTS,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[WP04-FOL-001-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP04-FOL-001-R2.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,201f6956b1da7aecda38bc7e0995ffa48ef3d0ac946d29e0ac6963c2485c0a73,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.12353246606265181,2168,1,WP04-FOLLOWER-001,Guides and reacts the ejector/follower stroke while controlling rotation and alignment.,PEEK,STINGRAY custom,DRAWING_DERIVED,4227.95948987082,1,40
WP04-GUIDE-RAIL-001-R2,FOLLOWER ANTI-ROTATION GUIDE RAIL WITH TWO M3 CAPTIVE-SCREW END LANDS,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[WP04-GUIDE-RAIL-001-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP04-GUIDE-RAIL-001-R2.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,049fe3e3fc9434741953338cd999a3169939a2c6556faab67c52faf9c0a6206a,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.35,3084,3,WP04-GUIDE-RAIL-1;WP04-GUIDE-RAIL-2;WP04-GUIDE-RAIL-3,Guides and reacts the ejector/follower stroke while controlling rotation and alignment.,PEEK,STINGRAY custom,DRAWING_DERIVED,2878.292079511209,1,20
WP04-HST-001-R2,HARNESS STRUCTURAL TERMINAL WITH FOUR WEB SLOTS AND DOUBLE-SHEAR CLEVIS,MAKE,Load path / recovery attachment,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(DEPLOYED)/PartCatalog[WP04-HST-001-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP04-HST-001-R2.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,e3d17f3abad23c57e08bcaf599648946d7ba2312c461a468ed39397d6a9fcbc2,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,DEPLOYED,0.0921737489744233,2636,1,HARNESS-TERMINAL-001,Transfers buoy load into the modeled structural terminal and recovery connection.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,2014.0933992416706,1,43
WP04-LATCH-HOUSING-R2,RADIAL FOLLOWER LATCH HOUSING WITH REAMED SEAR GUIDE,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[WP04-LATCH-HOUSING-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP04-LATCH-HOUSING-R2.png,"Orthographic hero view; source axes xyz -> display axes zxy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,59f6bad8d3ba04c07a9d1e41e7a8d17e1c4686ae3b96d17157dc56171361c40c,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.0464882784340311,3800,1,WP04-LATCH-001,Guides and reacts the ejector/follower stroke while controlling rotation and alignment.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,709.1155317660829,2,30
WP04-LATCH-SEAR-E-RING-R2,4 MM SEAR PIN EXTERNAL RETAINING RING,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[WP04-LATCH-SEAR-E-RING-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP04-LATCH-SEAR-E-RING-R2.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,7e7b7f1f71521631220af1fbad22aa1ed400963f8ea9601615cee575f419437e,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.016126442028345685,860,1,WP04-SEAR-CLIP-001,Retains the follower before activation and releases it through the source-defined sear chain.,1.4310 stainless spring steel,STINGRAY custom,DRAWING_DERIVED,5.5356798096071715,1,8
